f1_average_strict: 0.415348
f1_aspect_strict: 0.234146
f1_object_strict: 0.263415
f1_predicate_strict: 0.843403
f1_average: 0.430182
f1_aspect: 0.265447
f1_object: 0.271285
f1_predicate: 0.861365
